Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2025-08-12,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26611.0,27188.93,26317.16,1:1.97,2.17%,NEUTRAL,Bullish Engulfing | Support at 26000,25940,26868,UPSIDE: 159 points,Cement stocks stable | UltraTech holding ground,25940 - 26868
2025-08-13,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26528.2,25660.87,26845.21,1:2.74,3.27%,NEUTRAL,Moving Average Crossover | Trend Change,25964,26888,DOWNSIDE: 81 points,DII support strong | Domestic funds accumulating,25964 - 26888
2025-08-14,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26445.4,25785.95,26825.91,1:1.73,2.49%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25969,26808,DOWNSIDE: 151 points,Energy stocks leading | Oil majors positive on crude rally,25969 - 26808
2025-08-18,Monday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26201.6,27386.78,25683.78,1:2.29,4.52%,STRONG BULLISH,Golden Cross | Resistance at 27000,25897,26935,UPSIDE: 127 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25897 - 26935
2025-08-19,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26511.8,27284.26,26066.7,1:1.74,2.91%,STRONG BULLISH,Support Breach | Watch 25800,25984,26970,UPSIDE: 142 points,FII flows remain positive | Foreign buying continues,25984 - 26970
2025-08-20,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26244.0,27045.48,25913.65,1:2.43,3.05%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25936,27000,UPSIDE: 102 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25936 - 27000
2025-08-21,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27074.2,28226.22,26802.61,1:4.24,4.26%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25933,26830,UPSIDE: 153 points,"FMCG holding support | ITC, HUL steady amid volatility",25933 - 26830
2025-08-22,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26986.4,28108.87,26603.99,1:2.94,4.16%,NEUTRAL,Triangle Breakout | Directional Move,25897,26917,UPSIDE: 80 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25897 - 26917
2025-08-25,Monday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26873.6,27420.6,26423.36,1:1.21,2.04%,NEUTRAL/BEARISH,Bullish Engulfing | Support at 26000,25926,26849,UPSIDE: 186 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25926 - 26849
2025-08-26,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26542.8,27741.39,26262.5,1:4.28,4.52%,STRONG BULLISH,Moving Average Crossover | Trend Change,25937,26889,UPSIDE: 127 points,Telecom strength | Bharti Airtel gains on tariff hikes,25937 - 26889
2025-08-28,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26988.0,26237.86,27510.79,1:1.43,2.78%,NEUTRAL,Golden Cross | Resistance at 27000,25946,26948,DOWNSIDE: 81 points,Telecom strength | Bharti Airtel gains on tariff hikes,25946 - 26948
2025-08-29,Friday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26337.2,25172.11,26750.7,1:2.82,4.42%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25921,26820,DOWNSIDE: 78 points,Q3 earnings season | Corporate profits robust,25921 - 26820
2025-09-01,Monday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26692.4,25778.17,27012.48,1:2.86,3.43%,STRONG BULLISH,Head & Shoulders | Downside Risk,25998,26960,DOWNSIDE: 142 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25998 - 26960
2025-09-02,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26447.6,27608.94,26148.36,1:3.88,4.39%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25801,26811,UPSIDE: 111 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25801 - 26811
2025-09-03,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26678.8,27597.6,26252.56,1:2.16,3.44%,NEUTRAL,Bullish Engulfing | Support at 26000,25834,26854,UPSIDE: 184 points,Q3 earnings season | Corporate profits robust,25834 - 26854
2025-09-04,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26641.0,25362.15,27139.37,1:2.57,4.8%,NEUTRAL,Golden Cross | Resistance at 27000,25963,26939,DOWNSIDE: 79 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25963 - 26939
2025-09-05,Friday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26940.2,27541.63,26554.01,1:1.56,2.23%,BULLISH,Breakout above 26500 | Momentum Building,25983,26832,UPSIDE: 159 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25983 - 26832
2025-09-08,Monday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26469.4,27742.43,26010.04,1:2.77,4.81%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25980,26939,UPSIDE: 148 points,DII support strong | Domestic funds accumulating,25980 - 26939
2025-09-09,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26925.6,26365.53,27370.62,1:1.26,2.08%,NEUTRAL,Moving Average Crossover | Trend Change,25912,26968,DOWNSIDE: 96 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25912 - 26968
2025-09-10,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26960.8,27826.56,26680.6,1:3.09,3.21%,NEUTRAL,Head & Shoulders | Downside Risk,25919,26871,UPSIDE: 170 points,Cement stocks stable | UltraTech holding ground,25919 - 26871
2025-09-11,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26300.0,27076.58,25918.77,1:2.04,2.95%,STRONG BULLISH,Golden Cross | Resistance at 27000,25889,26943,UPSIDE: 140 points,Energy stocks leading | Oil majors positive on crude rally,25889 - 26943
2025-09-12,Friday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26505.2,27082.29,26019.9,1:1.19,2.18%,NEUTRAL/BEARISH,RSI Overbought | Consolidation Zone,25999,26878,UPSIDE: 151 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25999 - 26878
2025-09-15,Monday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26136.4,26929.85,25807.5,1:2.41,3.04%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25818,26879,UPSIDE: 115 points,"Realty sector gaining traction | DLF, Oberoi up",25818 - 26879
2025-09-17,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26991.6,25786.44,27485.29,1:2.44,4.46%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25888,26807,DOWNSIDE: 77 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25888 - 26807
2025-09-18,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26810.8,26239.2,27330.41,1:1.1,2.13%,NEUTRAL,Moving Average Crossover | Trend Change,25940,26937,DOWNSIDE: 114 points,Telecom strength | Bharti Airtel gains on tariff hikes,25940 - 26937
2025-09-19,Friday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26306.0,25719.86,26755.57,1:1.3,2.23%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25951,26831,DOWNSIDE: 105 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25951 - 26831
2025-09-22,Monday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26273.2,27000.18,25815.64,1:1.59,2.77%,NEUTRAL,Bearish Divergence | Profit Taking,25857,26816,UPSIDE: 121 points,"FMCG holding support | ITC, HUL steady amid volatility",25857 - 26816
2025-09-23,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27011.4,28211.55,26487.32,1:2.29,4.44%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25960,26852,UPSIDE: 84 points,Energy stocks leading | Oil majors positive on crude rally,25960 - 26852
2025-09-24,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26851.6,27699.38,26378.22,1:1.79,3.16%,NEUTRAL,Golden Cross | Resistance at 27000,25819,26908,UPSIDE: 137 points,Cement stocks stable | UltraTech holding ground,25819 - 26908
2025-09-25,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26929.8,25858.54,27377.17,1:2.39,3.98%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25889,26906,DOWNSIDE: 143 points,FII flows remain positive | Foreign buying continues,25889 - 26906
2025-09-26,Friday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26496.0,25270.99,27025.62,1:2.31,4.62%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25975,26908,DOWNSIDE: 165 points,DII support strong | Domestic funds accumulating,25975 - 26908
2025-09-29,Monday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27065.2,26519.43,27488.46,1:1.29,2.02%,BULLISH,Bullish Engulfing | Support at 26000,25966,26939,DOWNSIDE: 104 points,FII flows remain positive | Foreign buying continues,25966 - 26939
2025-09-30,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26222.4,27107.03,25882.88,1:2.61,3.37%,BULLISH,Head & Shoulders | Downside Risk,25882,26952,UPSIDE: 158 points,DII support strong | Domestic funds accumulating,25882 - 26952
2025-10-01,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26498.6,27591.54,26075.56,1:2.58,4.12%,BULLISH,Moving Average Crossover | Trend Change,25902,26946,UPSIDE: 81 points,Telecom strength | Bharti Airtel gains on tariff hikes,25902 - 26946
2025-10-03,Friday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,26723.8,25927.54,27019.85,1:2.69,2.98%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25994,26915,DOWNSIDE: 198 points,Q3 earnings season | Corporate profits robust,25994 - 26915
2025-10-06,Monday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26671.0,27234.0,26338.18,1:1.69,2.11%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25918,26864,UPSIDE: 113 points,"Chemical sector focus | Atul, Bayer gains on exports",25918 - 26864
2025-10-07,Tuesday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26177.2,27321.33,25857.34,1:3.58,4.37%,NEUTRAL,Triangle Breakout | Directional Move,25829,26903,UPSIDE: 74 points,Energy stocks leading | Oil majors positive on crude rally,25829 - 26903
2025-10-08,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27093.4,26449.59,27545.7,1:1.42,2.38%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25840,26987,DOWNSIDE: 59 points,"FMCG holding support | ITC, HUL steady amid volatility",25840 - 26987
2025-10-09,Thursday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26701.6,27532.11,26213.68,1:1.7,3.11%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25906,26915,UPSIDE: 83 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25906 - 26915
2025-10-10,Friday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27000.8,28106.4,26668.01,1:3.32,4.09%,BULLISH,Breakout above 26500 | Momentum Building,25911,26909,UPSIDE: 95 points,Energy stocks leading | Oil majors positive on crude rally,25911 - 26909
2025-10-13,Monday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26928.0,27754.05,26436.37,1:1.68,3.07%,NEUTRAL,RSI Overbought | Consolidation Zone,25999,26975,UPSIDE: 88 points,Energy stocks leading | Oil majors positive on crude rally,25999 - 26975
2025-10-14,Tuesday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,26615.2,25769.5,26983.5,1:2.3,3.18%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25933,26849,DOWNSIDE: 65 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25933 - 26849
2025-10-15,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26995.4,27855.28,26556.09,1:1.96,3.19%,NEUTRAL,Double Bottom | Reversal Expected,25807,26823,UPSIDE: 82 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25807 - 26823
2025-10-16,Thursday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27078.6,27767.43,26745.72,1:2.07,2.54%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25829,26968,UPSIDE: 162 points,DII support strong | Domestic funds accumulating,25829 - 26968
2025-10-17,Friday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27181.8,28160.18,26861.25,1:3.05,3.6%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25821,26855,UPSIDE: 118 points,Q3 earnings season | Corporate profits robust,25821 - 26855
2025-10-20,Monday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,26848.0,26106.86,27303.46,1:1.63,2.76%,BULLISH,Breakout above 26500 | Momentum Building,25861,26983,DOWNSIDE: 60 points,"FMCG holding support | ITC, HUL steady amid volatility",25861 - 26983
2025-10-21,Tuesday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26822.2,27460.1,26543.15,1:2.29,2.38%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25880,26879,UPSIDE: 60 points,DII support strong | Domestic funds accumulating,25880 - 26879
2025-10-22,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,26984.4,26378.72,27369.91,1:1.57,2.24%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25862,26979,DOWNSIDE: 90 points,Energy stocks leading | Oil majors positive on crude rally,25862 - 26979
2025-10-23,Thursday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27125.6,26332.53,27492.31,1:2.16,2.92%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25973,26825,DOWNSIDE: 132 points,FII flows remain positive | Foreign buying continues,25973 - 26825
2025-10-24,Friday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26831.8,28123.98,26473.1,1:3.6,4.82%,STRONG BULLISH,Support Breach | Watch 25800,25946,26963,UPSIDE: 80 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25946 - 26963
2025-10-27,Monday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,26307.0,25262.37,26619.83,1:3.34,3.97%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25943,26899,DOWNSIDE: 175 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25943 - 26899
2025-10-28,Tuesday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,26689.2,25591.4,27005.13,1:3.47,4.11%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25866,26977,DOWNSIDE: 169 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25866 - 26977
2025-10-29,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26342.4,27319.47,25981.85,1:2.71,3.71%,BULLISH,Breakout above 26500 | Momentum Building,25995,26907,UPSIDE: 117 points,Cement stocks stable | UltraTech holding ground,25995 - 26907
2025-10-30,Thursday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26755.6,27614.52,26399.99,1:2.42,3.21%,STRONG BULLISH,Double Bottom | Reversal Expected,25808,26968,UPSIDE: 60 points,FII flows remain positive | Foreign buying continues,25808 - 26968
2025-11-03,Monday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26330.8,27381.7,25892.13,1:2.4,3.99%,MODERATELY BULLISH,Double Bottom | Reversal Expected,26000,26904,UPSIDE: 169 points,"Chemical sector focus | Atul, Bayer gains on exports",26000 - 26904
2025-11-04,Tuesday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,26400.0,25142.85,26881.51,1:2.61,4.76%,NEUTRAL,Triangle Breakout | Directional Move,25900,26989,DOWNSIDE: 156 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25900 - 26989
2025-11-05,Wednesday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26293.2,26840.69,25889.78,1:1.36,2.08%,BULLISH,Higher High-Higher Low | Bull Run Continues,25989,26864,UPSIDE: 81 points,Energy stocks leading | Oil majors positive on crude rally,25989 - 26864
2025-11-06,Thursday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,26727.4,25679.05,27039.16,1:3.36,3.92%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25864,26809,DOWNSIDE: 132 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25864 - 26809
2025-11-07,Friday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26617.6,27796.76,26100.49,1:2.28,4.43%,NEUTRAL,Triangle Breakout | Directional Move,25816,26916,UPSIDE: 144 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25816 - 26916
2025-11-10,Monday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26799.8,28122.14,26459.08,1:3.88,4.93%,BULLISH,Breakout above 26500 | Momentum Building,25833,26992,UPSIDE: 87 points,Energy stocks leading | Oil majors positive on crude rally,25833 - 26992
2025-11-11,Tuesday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,26989.0,26438.75,27282.49,1:1.87,2.04%,BULLISH,Golden Cross | Resistance at 27000,25994,26818,DOWNSIDE: 114 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25994 - 26818
2025-11-12,Wednesday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26830.2,27646.32,26461.9,1:2.22,3.04%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25947,26982,UPSIDE: 121 points,DII support strong | Domestic funds accumulating,25947 - 26982
2025-11-13,Thursday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,26617.4,25943.91,27078.54,1:1.46,2.53%,BULLISH,Breakout above 26500 | Momentum Building,25947,26877,DOWNSIDE: 104 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25947 - 26877
2025-11-14,Friday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26900.6,27585.81,26442.59,1:1.5,2.55%,BULLISH,Moving Average Crossover | Trend Change,25974,26849,UPSIDE: 149 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25974 - 26849
2025-11-17,Monday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,26884.8,25570.35,27368.13,1:2.72,4.89%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25834,26938,DOWNSIDE: 141 points,Cement stocks stable | UltraTech holding ground,25834 - 26938
2025-11-18,Tuesday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,26393.0,25327.89,26673.12,1:3.8,4.04%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25933,26929,DOWNSIDE: 102 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25933 - 26929
2025-11-19,Wednesday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26422.2,27007.51,25978.3,1:1.32,2.22%,NEUTRAL,Golden Cross | Resistance at 27000,25985,26942,UPSIDE: 69 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25985 - 26942
2025-11-20,Thursday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27202.4,26145.38,27623.42,1:2.51,3.89%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25981,26965,DOWNSIDE: 142 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25981 - 26965
2025-11-21,Friday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26844.6,27631.15,26480.34,1:2.16,2.93%,BULLISH,Moving Average Crossover | Trend Change,25811,26829,UPSIDE: 145 points,Cement stocks stable | UltraTech holding ground,25811 - 26829
2025-11-24,Monday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27141.8,26281.17,27511.57,1:2.33,3.17%,NEUTRAL,Moving Average Crossover | Trend Change,25878,26945,DOWNSIDE: 101 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25878 - 26945
2025-11-25,Tuesday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26895.0,27608.56,26538.16,1:2.0,2.65%,STRONG BULLISH,Triangle Breakout | Directional Move,25878,26882,UPSIDE: 100 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25878 - 26882
2025-11-26,Wednesday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26720.2,27311.43,26233.28,1:1.21,2.21%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25924,26802,UPSIDE: 176 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25924 - 26802
2025-11-27,Thursday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,26530.4,27429.09,26200.28,1:2.72,3.39%,STRONG BULLISH,Triangle Breakout | Directional Move,25848,26811,UPSIDE: 131 points,DII support strong | Domestic funds accumulating,25848 - 26811
2025-11-28,Friday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,26499.6,25316.2,27000.56,1:2.36,4.47%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25996,26922,DOWNSIDE: 173 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25996 - 26922
2025-12-01,Monday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,26729.8,25531.77,27035.57,1:3.92,4.48%,STRONG BULLISH,Support Breach | Watch 25800,25992,26966,DOWNSIDE: 183 points,Energy stocks leading | Oil majors positive on crude rally,25992 - 26966
2025-12-02,Tuesday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,27003.0,27882.41,26704.31,1:2.94,3.26%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25997,26888,UPSIDE: 74 points,Telecom strength | Bharti Airtel gains on tariff hikes,25997 - 26888
2025-12-03,Wednesday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,26360.2,25066.82,26782.91,1:3.06,4.91%,STRONG BULLISH,Moving Average Crossover | Trend Change,25956,26846,DOWNSIDE: 121 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25956 - 26846
2025-12-04,Thursday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,26866.4,28161.87,26551.87,1:4.12,4.82%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25856,26854,UPSIDE: 101 points,FII flows remain positive | Foreign buying continues,25856 - 26854
2025-12-05,Friday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,26349.6,25675.47,26685.97,1:2.0,2.56%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25885,26898,DOWNSIDE: 66 points,Telecom strength | Bharti Airtel gains on tariff hikes,25885 - 26898
2025-12-08,Monday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,27166.8,26487.51,27469.3,1:2.25,2.5%,BULLISH,Triangle Breakout | Directional Move,25841,26849,DOWNSIDE: 186 points,"FMCG holding support | ITC, HUL steady amid volatility",25841 - 26849
2025-12-09,Tuesday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,26778.0,25642.47,27169.35,1:2.9,4.24%,STRONG BULLISH,Moving Average Crossover | Trend Change,25870,26805,DOWNSIDE: 86 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25870 - 26805
2025-12-10,Wednesday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,26825.2,27645.83,26362.41,1:1.77,3.06%,STRONG BULLISH,Golden Cross | Resistance at 27000,25939,26937,UPSIDE: 136 points,Telecom strength | Bharti Airtel gains on tariff hikes,25939 - 26937
2025-12-11,Thursday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,27267.4,26272.17,27601.8,1:2.98,3.65%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25951,26814,DOWNSIDE: 161 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25951 - 26814
2025-12-12,Friday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,26834.6,25788.68,27342.47,1:2.06,3.9%,BULLISH,Double Bottom | Reversal Expected,25840,26898,DOWNSIDE: 61 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25840 - 26898
2025-12-15,Monday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,26910.8,27677.8,26457.7,1:1.69,2.85%,BULLISH,Triangle Breakout | Directional Move,25878,26936,UPSIDE: 99 points,Cement stocks stable | UltraTech holding ground,25878 - 26936
2025-12-16,Tuesday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,27330.0,28530.42,27040.92,1:4.15,4.39%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25974,26861,UPSIDE: 150 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25974 - 26861
2025-12-17,Wednesday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,27235.2,26053.77,27547.1,1:3.79,4.34%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25987,26847,DOWNSIDE: 161 points,FII flows remain positive | Foreign buying continues,25987 - 26847
2025-12-18,Thursday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,26662.4,25661.98,27152.58,1:2.04,3.75%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25900,26914,DOWNSIDE: 143 points,FII flows remain positive | Foreign buying continues,25900 - 26914
2025-12-19,Friday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,27299.6,26542.79,27620.1,1:2.36,2.77%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25864,26860,DOWNSIDE: 147 points,Energy stocks leading | Oil majors positive on crude rally,25864 - 26860
2025-12-22,Monday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,26543.8,25729.97,26886.76,1:2.37,3.07%,BULLISH,Head & Shoulders | Downside Risk,25919,26842,DOWNSIDE: 101 points,Telecom strength | Bharti Airtel gains on tariff hikes,25919 - 26842
2025-12-23,Tuesday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,26371.0,25831.79,26690.07,1:1.69,2.04%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25964,26897,DOWNSIDE: 59 points,"Realty sector gaining traction | DLF, Oberoi up",25964 - 26897
2025-12-24,Wednesday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,26787.2,27362.88,26322.63,1:1.24,2.15%,BULLISH,Bearish Divergence | Profit Taking,25815,26845,UPSIDE: 150 points,FII flows remain positive | Foreign buying continues,25815 - 26845
2025-12-26,Friday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,27229.4,25945.34,27639.96,1:3.13,4.72%,STRONG BULLISH,Golden Cross | Resistance at 27000,25823,26915,DOWNSIDE: 164 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25823 - 26915
2025-12-29,Monday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,26557.6,27819.13,26185.14,1:3.39,4.75%,STRONG BULLISH,Head & Shoulders | Downside Risk,25891,26851,UPSIDE: 96 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25891 - 26851
2025-12-30,Tuesday,December,9:00 AM - MARKET OPEN,India Today Business,SELL,26952.8,26001.92,27310.5,1:2.66,3.53%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25868,26836,DOWNSIDE: 60 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25868 - 26836
2025-12-31,Wednesday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,26697.0,27849.1,26394.57,1:3.81,4.32%,BULLISH,Moving Average Crossover | Trend Change,25913,26837,UPSIDE: 173 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25913 - 26837
2026-01-01,Thursday,January,9:00 AM - MARKET OPEN,India Today Business,SELL,26414.2,25701.47,26819.47,1:1.76,2.7%,BULLISH,Higher High-Higher Low | Bull Run Continues,25887,26934,DOWNSIDE: 96 points,Q3 earnings season | Corporate profits robust,25887 - 26934
