Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2025-04-16,Wednesday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,26248.0,25472.09,26660.62,1:1.88,2.96%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25826,26823,DOWNSIDE: 157 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25826 - 26823
2025-04-18,Friday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,26580.4,25677.0,27089.12,1:1.78,3.4%,NEUTRAL,Triangle Breakout | Directional Move,25886,26985,DOWNSIDE: 146 points,FII flows remain positive | Foreign buying continues,25886 - 26985
2025-04-22,Tuesday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,26980.8,25979.66,27278.63,1:3.36,3.71%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25893,26939,DOWNSIDE: 86 points,"FMCG holding support | ITC, HUL steady amid volatility",25893 - 26939
2025-04-23,Wednesday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,26140.2,26759.66,25691.75,1:1.38,2.37%,BULLISH,Bullish Engulfing | Support at 26000,25998,26906,UPSIDE: 127 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25998 - 26906
2025-04-24,Thursday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,26901.6,26042.02,27343.95,1:1.94,3.2%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25872,26968,DOWNSIDE: 186 points,Q3 earnings season | Corporate profits robust,25872 - 26968
2025-04-25,Friday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,26909.0,28247.07,26597.74,1:4.3,4.97%,BULLISH,Triangle Breakout | Directional Move,25922,26900,UPSIDE: 135 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25922 - 26900
2025-04-28,Monday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,26409.4,27325.59,26047.99,1:2.54,3.47%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25892,26904,UPSIDE: 68 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25892 - 26904
2025-04-29,Tuesday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,26582.8,27376.84,26157.23,1:1.87,2.99%,STRONG BULLISH,Double Bottom | Reversal Expected,25927,26940,UPSIDE: 80 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25927 - 26940
2025-04-30,Wednesday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27155.2,26490.69,27541.29,1:1.72,2.45%,BULLISH,Triangle Breakout | Directional Move,25871,26840,DOWNSIDE: 50 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25871 - 26840
2025-05-01,Thursday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26466.6,27714.29,26096.27,1:3.37,4.71%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25950,26872,UPSIDE: 197 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25950 - 26872
2025-05-02,Friday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26789.0,27755.18,26506.34,1:3.42,3.61%,BULLISH,Bullish Engulfing | Support at 26000,25961,26804,UPSIDE: 136 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25961 - 26804
2025-05-05,Monday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26431.4,26976.44,25915.65,1:1.06,2.06%,BULLISH,Moving Average Crossover | Trend Change,25823,26908,UPSIDE: 98 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25823 - 26908
2025-05-06,Tuesday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,26614.8,25430.42,26886.97,1:4.35,4.45%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25937,26852,DOWNSIDE: 197 points,DII support strong | Domestic funds accumulating,25937 - 26852
2025-05-07,Wednesday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,26316.2,25181.14,26702.43,1:2.94,4.31%,BULLISH,Double Bottom | Reversal Expected,25854,26877,DOWNSIDE: 144 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25854 - 26877
2025-05-08,Thursday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26299.6,27498.43,25815.46,1:2.48,4.56%,BULLISH,Higher High-Higher Low | Bull Run Continues,25972,26864,UPSIDE: 171 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25972 - 26864
2025-05-09,Friday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,26896.0,26038.51,27285.93,1:2.2,3.19%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25970,26915,DOWNSIDE: 72 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25970 - 26915
2025-05-12,Monday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26681.4,27682.73,26299.53,1:2.62,3.75%,STRONG BULLISH,Bearish Divergence | Profit Taking,25812,26863,UPSIDE: 53 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25812 - 26863
2025-05-13,Tuesday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27033.8,28226.97,26740.32,1:4.07,4.41%,NEUTRAL,RSI Overbought | Consolidation Zone,25952,26808,UPSIDE: 81 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25952 - 26808
2025-05-14,Wednesday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26625.2,27200.71,26344.47,1:2.05,2.16%,BULLISH,Breakout above 26500 | Momentum Building,25936,26872,UPSIDE: 51 points,DII support strong | Domestic funds accumulating,25936 - 26872
2025-05-15,Thursday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,26307.6,25001.37,26624.75,1:4.12,4.97%,MODERATELY BULLISH,Support Breach | Watch 25800,25911,26945,DOWNSIDE: 195 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25911 - 26945
2025-05-16,Friday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,26405.0,25455.46,26927.17,1:1.82,3.6%,BULLISH,Bullish Engulfing | Support at 26000,25804,26962,DOWNSIDE: 135 points,"Chemical sector focus | Atul, Bayer gains on exports",25804 - 26962
2025-05-19,Monday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26527.4,27286.19,26149.18,1:2.01,2.86%,BULLISH,Bullish Engulfing | Support at 26000,25946,26923,UPSIDE: 80 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25946 - 26923
2025-05-20,Tuesday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26298.8,26920.14,25843.26,1:1.36,2.36%,BULLISH,Golden Cross | Resistance at 27000,25992,26905,UPSIDE: 70 points,DII support strong | Domestic funds accumulating,25992 - 26905
2025-05-21,Wednesday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26921.2,27756.56,26385.82,1:1.56,3.1%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25983,26897,UPSIDE: 159 points,"FMCG holding support | ITC, HUL steady amid volatility",25983 - 26897
2025-05-22,Thursday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26575.6,27156.94,26230.17,1:1.68,2.19%,BULLISH,Higher High-Higher Low | Bull Run Continues,25935,26859,UPSIDE: 168 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25935 - 26859
2025-05-26,Monday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26702.0,27579.87,26324.04,1:2.32,3.29%,NEUTRAL,Support Breach | Watch 25800,25953,26860,UPSIDE: 160 points,Cement stocks stable | UltraTech holding ground,25953 - 26860
2025-05-27,Tuesday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,26704.4,25506.69,27118.56,1:2.89,4.49%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25996,26876,DOWNSIDE: 191 points,Cement stocks stable | UltraTech holding ground,25996 - 26876
2025-05-28,Wednesday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26432.8,27517.82,26065.25,1:2.95,4.1%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25809,26894,UPSIDE: 120 points,FII flows remain positive | Foreign buying continues,25809 - 26894
2025-05-29,Thursday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,26422.2,27582.0,26089.1,1:3.48,4.39%,BULLISH,Double Bottom | Reversal Expected,25986,26917,UPSIDE: 86 points,Telecom strength | Bharti Airtel gains on tariff hikes,25986 - 26917
2025-05-30,Friday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,26578.6,25541.22,26939.58,1:2.87,3.9%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25885,26968,DOWNSIDE: 151 points,Q3 earnings season | Corporate profits robust,25885 - 26968
2025-06-02,Monday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,26676.0,25466.36,27081.39,1:2.98,4.53%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25877,26868,DOWNSIDE: 94 points,Q3 earnings season | Corporate profits robust,25877 - 26868
2025-06-03,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27306.4,28029.66,26890.7,1:1.74,2.65%,BULLISH,RSI Overbought | Consolidation Zone,25898,26911,UPSIDE: 82 points,Energy stocks leading | Oil majors positive on crude rally,25898 - 26911
2025-06-04,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27029.8,25892.27,27344.16,1:3.62,4.21%,NEUTRAL,Breakout above 26500 | Momentum Building,25912,26918,DOWNSIDE: 142 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25912 - 26918
2025-06-05,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26630.2,27701.69,26101.2,1:2.03,4.02%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25839,26975,UPSIDE: 108 points,"Realty sector gaining traction | DLF, Oberoi up",25839 - 26975
2025-06-06,Friday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26720.6,27581.83,26251.35,1:1.84,3.22%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25969,26938,UPSIDE: 146 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25969 - 26938
2025-06-09,Monday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26916.0,27848.78,26451.36,1:2.01,3.47%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25819,26876,UPSIDE: 84 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25819 - 26876
2025-06-10,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27127.4,28440.5,26680.42,1:2.94,4.84%,NEUTRAL,Support Breach | Watch 25800,25888,26871,UPSIDE: 151 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25888 - 26871
2025-06-11,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27006.8,26094.26,27439.52,1:2.11,3.38%,BULLISH,Moving Average Crossover | Trend Change,25893,26967,DOWNSIDE: 64 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25893 - 26967
2025-06-12,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26838.2,27396.47,26539.42,1:1.87,2.08%,NEUTRAL,Golden Cross | Resistance at 27000,25884,26992,UPSIDE: 195 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25884 - 26992
2025-06-13,Friday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26521.6,27300.68,26095.03,1:1.83,2.94%,STRONG BULLISH,Head & Shoulders | Downside Risk,25819,26977,UPSIDE: 64 points,FII flows remain positive | Foreign buying continues,25819 - 26977
2025-06-16,Monday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,26736.0,25438.32,27217.71,1:2.69,4.85%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25878,26944,DOWNSIDE: 57 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25878 - 26944
2025-06-17,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26426.4,27267.5,26020.03,1:2.07,3.18%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25897,26870,UPSIDE: 98 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25897 - 26870
2025-06-18,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,26415.8,25453.04,26941.58,1:1.83,3.64%,BULLISH,Golden Cross | Resistance at 27000,25945,26863,DOWNSIDE: 102 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25945 - 26863
2025-06-19,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,26675.2,25530.93,26999.76,1:3.53,4.29%,BULLISH,Breakout above 26500 | Momentum Building,25850,26822,DOWNSIDE: 134 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25850 - 26822
2025-06-20,Friday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26474.6,27242.5,25969.05,1:1.52,2.9%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25814,26846,UPSIDE: 192 points,Cement stocks stable | UltraTech holding ground,25814 - 26846
2025-06-23,Monday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26452.0,27376.44,25990.49,1:2.0,3.49%,STRONG BULLISH,Bearish Divergence | Profit Taking,25900,26985,UPSIDE: 98 points,"Chemical sector focus | Atul, Bayer gains on exports",25900 - 26985
2025-06-24,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26803.4,27923.91,26292.63,1:2.19,4.18%,BULLISH,Golden Cross | Resistance at 27000,25836,26823,UPSIDE: 112 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25836 - 26823
2025-06-25,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27149.8,26197.98,27645.56,1:1.92,3.51%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25972,26856,DOWNSIDE: 170 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25972 - 26856
2025-06-26,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,26739.2,25427.42,27050.45,1:4.21,4.91%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25959,26801,DOWNSIDE: 113 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25959 - 26801
2025-06-27,Friday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,26862.6,27780.67,26338.11,1:1.75,3.42%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25870,26888,UPSIDE: 138 points,"Realty sector gaining traction | DLF, Oberoi up",25870 - 26888
2025-07-01,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,26855.0,27863.71,26491.9,1:2.78,3.76%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25829,26849,UPSIDE: 195 points,"Realty sector gaining traction | DLF, Oberoi up",25829 - 26849
2025-07-02,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27205.4,27874.42,26786.56,1:1.6,2.46%,NEUTRAL,Triangle Breakout | Directional Move,25913,26878,UPSIDE: 182 points,Energy stocks leading | Oil majors positive on crude rally,25913 - 26878
2025-07-03,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27424.8,28394.12,27051.87,1:2.6,3.53%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25988,26815,UPSIDE: 107 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25988 - 26815
2025-07-04,Friday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,26663.2,26118.13,27089.44,1:1.28,2.04%,NEUTRAL,Moving Average Crossover | Trend Change,25800,26998,DOWNSIDE: 164 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25800 - 26998
2025-07-07,Monday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,26902.6,25918.88,27196.74,1:3.34,3.66%,STRONG BULLISH,Support Breach | Watch 25800,25844,26946,DOWNSIDE: 69 points,Energy stocks leading | Oil majors positive on crude rally,25844 - 26946
2025-07-08,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27367.0,26000.93,27645.88,1:4.9,4.99%,STRONG BULLISH,Triangle Breakout | Directional Move,25952,26938,DOWNSIDE: 64 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25952 - 26938
2025-07-09,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,26524.4,25312.51,27012.01,1:2.49,4.57%,NEUTRAL,Bearish Divergence | Profit Taking,25866,26992,DOWNSIDE: 166 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25866 - 26992
2025-07-10,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,26785.8,25774.27,27182.19,1:2.55,3.78%,STRONG BULLISH,Bearish Divergence | Profit Taking,25858,26900,DOWNSIDE: 161 points,Q3 earnings season | Corporate profits robust,25858 - 26900
2025-07-11,Friday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27161.2,25967.14,27572.89,1:2.9,4.4%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25957,26901,DOWNSIDE: 84 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25957 - 26901
2025-07-14,Monday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,26854.6,28023.13,26460.79,1:2.97,4.35%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25862,26933,UPSIDE: 132 points,"Realty sector gaining traction | DLF, Oberoi up",25862 - 26933
2025-07-15,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27149.0,25807.43,27460.76,1:4.3,4.94%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25939,26942,DOWNSIDE: 106 points,"Chemical sector focus | Atul, Bayer gains on exports",25939 - 26942
2025-07-16,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,26561.4,25543.68,27002.59,1:2.31,3.83%,BULLISH,Triangle Breakout | Directional Move,25909,26936,DOWNSIDE: 52 points,Energy stocks leading | Oil majors positive on crude rally,25909 - 26936
2025-07-17,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27303.8,26196.32,27716.14,1:2.69,4.06%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25846,26821,DOWNSIDE: 67 points,Q3 earnings season | Corporate profits robust,25846 - 26821
2025-07-18,Friday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27441.2,26184.8,27869.98,1:2.93,4.58%,STRONG BULLISH,Support Breach | Watch 25800,25873,26983,DOWNSIDE: 51 points,Cement stocks stable | UltraTech holding ground,25873 - 26983
2025-07-21,Monday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27514.6,28628.42,27102.93,1:2.71,4.05%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25861,26872,UPSIDE: 52 points,Cement stocks stable | UltraTech holding ground,25861 - 26872
2025-07-22,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27493.0,26670.92,27794.64,1:2.73,2.99%,NEUTRAL,Golden Cross | Resistance at 27000,25842,26959,DOWNSIDE: 195 points,DII support strong | Domestic funds accumulating,25842 - 26959
2025-07-23,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27378.4,28065.84,26894.67,1:1.42,2.51%,NEUTRAL,Support Breach | Watch 25800,25999,26933,UPSIDE: 178 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25999 - 26933
2025-07-24,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,26750.8,26036.88,27114.8,1:1.96,2.67%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25915,26847,DOWNSIDE: 156 points,Cement stocks stable | UltraTech holding ground,25915 - 26847
2025-07-25,Friday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27388.2,27974.1,27042.89,1:1.7,2.14%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25971,26872,UPSIDE: 155 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25971 - 26872
2025-07-28,Monday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,26925.6,28197.95,26606.7,1:3.99,4.73%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25989,26803,UPSIDE: 67 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25989 - 26803
2025-07-29,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27325.0,26634.91,27599.87,1:2.51,2.53%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25987,26986,DOWNSIDE: 182 points,"FMCG holding support | ITC, HUL steady amid volatility",25987 - 26986
2025-07-30,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,26562.4,25541.52,27018.03,1:2.24,3.84%,BULLISH,Moving Average Crossover | Trend Change,25821,26962,DOWNSIDE: 171 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25821 - 26962
2025-07-31,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,26936.8,27878.04,26507.07,1:2.19,3.49%,BULLISH,Golden Cross | Resistance at 27000,25922,26972,UPSIDE: 53 points,Q3 earnings season | Corporate profits robust,25922 - 26972
2025-08-01,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27465.2,28324.29,27072.88,1:2.19,3.13%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25969,26933,UPSIDE: 132 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25969 - 26933
2025-08-04,Monday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26672.6,27531.9,26263.08,1:2.1,3.22%,NEUTRAL,Bearish Divergence | Profit Taking,25907,26990,UPSIDE: 139 points,Energy stocks leading | Oil majors positive on crude rally,25907 - 26990
2025-08-05,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26875.0,26092.05,27165.84,1:2.69,2.91%,BULLISH,Support Breach | Watch 25800,25970,26956,DOWNSIDE: 122 points,Q3 earnings season | Corporate profits robust,25970 - 26956
2025-08-06,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27387.4,28418.36,26903.39,1:2.13,3.76%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25867,26853,UPSIDE: 115 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25867 - 26853
2025-08-07,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27437.8,28431.19,27097.83,1:2.92,3.62%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25825,26928,UPSIDE: 138 points,"Realty sector gaining traction | DLF, Oberoi up",25825 - 26928
2025-08-08,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27109.2,28211.89,26832.95,1:3.99,4.07%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25961,26833,UPSIDE: 169 points,DII support strong | Domestic funds accumulating,25961 - 26833
2025-08-11,Monday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26944.6,26172.54,27302.39,1:2.16,2.87%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25840,27000,DOWNSIDE: 100 points,Cement stocks stable | UltraTech holding ground,25840 - 27000
2025-08-12,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26687.0,27345.18,26182.12,1:1.3,2.47%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25961,26941,UPSIDE: 146 points,FII flows remain positive | Foreign buying continues,25961 - 26941
2025-08-13,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26754.4,25828.8,27170.56,1:2.22,3.46%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25940,26833,DOWNSIDE: 198 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25940 - 26833
2025-08-14,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27137.8,28090.46,26815.82,1:2.96,3.51%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25970,26963,UPSIDE: 181 points,Energy stocks leading | Oil majors positive on crude rally,25970 - 26963
2025-08-18,Monday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27358.2,26785.05,27707.13,1:1.64,2.09%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25916,26844,DOWNSIDE: 97 points,DII support strong | Domestic funds accumulating,25916 - 26844
2025-08-19,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26853.6,25884.64,27238.57,1:2.52,3.61%,STRONG BULLISH,Head & Shoulders | Downside Risk,25971,26850,DOWNSIDE: 61 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25971 - 26850
2025-08-20,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27246.0,26241.68,27694.8,1:2.24,3.69%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25993,26964,DOWNSIDE: 181 points,"FMCG holding support | ITC, HUL steady amid volatility",25993 - 26964
2025-08-21,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27060.4,25757.31,27401.64,1:3.82,4.82%,BULLISH,Support Breach | Watch 25800,25938,26971,DOWNSIDE: 145 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25938 - 26971
2025-08-22,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27431.8,28437.68,26903.88,1:1.91,3.67%,STRONG BULLISH,Golden Cross | Resistance at 27000,25955,26933,UPSIDE: 190 points,DII support strong | Domestic funds accumulating,25955 - 26933
2025-08-25,Monday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27646.2,28458.38,27218.44,1:1.9,2.94%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25816,26881,UPSIDE: 95 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25816 - 26881
2025-08-26,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27472.6,26568.35,27906.75,1:2.08,3.29%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25978,26987,DOWNSIDE: 93 points,Energy stocks leading | Oil majors positive on crude rally,25978 - 26987
2025-08-28,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27510.0,26772.89,27930.79,1:1.75,2.68%,BULLISH,Higher High-Higher Low | Bull Run Continues,25935,26819,DOWNSIDE: 128 points,FII flows remain positive | Foreign buying continues,25935 - 26819
2025-08-29,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27530.4,28385.1,26997.1,1:1.6,3.1%,BULLISH,Bearish Divergence | Profit Taking,25996,26964,UPSIDE: 106 points,Telecom strength | Bharti Airtel gains on tariff hikes,25996 - 26964
2025-09-01,Monday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26927.8,26174.68,27338.28,1:1.83,2.8%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25883,26820,DOWNSIDE: 180 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25883 - 26820
2025-09-02,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27004.2,25829.74,27464.04,1:2.55,4.35%,BULLISH,Support Breach | Watch 25800,25974,26916,DOWNSIDE: 160 points,Telecom strength | Bharti Airtel gains on tariff hikes,25974 - 26916
2025-09-03,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26721.6,27786.5,26328.41,1:2.71,3.99%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25911,26863,UPSIDE: 74 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25911 - 26863
2025-09-04,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26902.0,28123.83,26509.32,1:3.11,4.54%,MODERATELY BULLISH,Support Breach | Watch 25800,25817,26820,UPSIDE: 137 points,"FMCG holding support | ITC, HUL steady amid volatility",25817 - 26820
